25.Q2.5																				
																				
PmEvent Name	Event Parameter Name	GPB Field Number	PmEventHeader/Payload	Parameter Description	Parameter Type	MANDATORY	DeprecatedSince	ReasonForDeprecation	UNIT	UsedSubrange	SupportedBands	SupportedDeployments	License	LimitationReason	EventParameterStatus	Filters	Filter Description	Filter DeprecatedSince	Filter ReasonForDeprecation	Filter Status
CuCpF1PwsRestartIndication	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpF1PwsRestartIndication	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpF1PwsRestartIndication	gnb_id_length	3	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpF1PwsRestartIndication	asn1	4	Payload	ASN.1-encoded FIAP PWS RESTART INDICATION message.	Asn1Message	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpF1Reset	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1Reset	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1Reset	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1Reset	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1Reset	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1Reset	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A	Not used in current deployments	USED					
CuCpF1Reset	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A	Not used in current deployments	USED					
CuCpF1Reset	asn1	3	Payload	ASN.1-encoded RESET message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A	Not used in current deployments	USED					
CuCpF1Reset	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A	Not used in current deployments	USED					
CuCpF1ResetAcknowledge	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1ResetAcknowledge	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1ResetAcknowledge	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1ResetAcknowledge	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1ResetAcknowledge	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1ResetAcknowledge	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A	Not used in current deployments	USED					
CuCpF1ResetAcknowledge	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A	Not used in current deployments	USED					
CuCpF1ResetAcknowledge	asn1	3	Payload	ASN.1-encoded RESET ACKNOWLEDGE message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A	Not used in current deployments	USED					
CuCpF1ResetAcknowledge	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A	Not used in current deployments	USED					
CuCpF1ResourceStatusFailure	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1ResourceStatusFailure	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1ResourceStatusFailure	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1ResourceStatusFailure	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1ResourceStatusFailure	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1ResourceStatusFailure	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusFailure	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusFailure	asn1	3	Payload	ASN.1-encoded RESOURCE STATUS FAILURE message.	Asn1Message	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusFailure	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusRequest	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1ResourceStatusRequest	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1ResourceStatusRequest	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1ResourceStatusRequest	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1ResourceStatusRequest	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1ResourceStatusRequest	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusRequest	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusRequest	asn1	3	Payload	ASN.1-encoded RESOURCE STATUS REQUEST message.	Asn1Message	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusRequest	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusResponse	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1ResourceStatusResponse	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1ResourceStatusResponse	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1ResourceStatusResponse	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1ResourceStatusResponse	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1ResourceStatusResponse	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusResponse	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusResponse	asn1	3	Payload	ASN.1-encoded RESOURCE STATUS RESPONSE message.	Asn1Message	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusResponse	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusUpdate	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1ResourceStatusUpdate	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1ResourceStatusUpdate	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1ResourceStatusUpdate	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1ResourceStatusUpdate	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1ResourceStatusUpdate	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusUpdate	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusUpdate	asn1	3	Payload	ASN.1-encoded RESOURCE STATUS UPDATE message.	Asn1Message	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1ResourceStatusUpdate	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpF1SetupFailure	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1SetupFailure	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1SetupFailure	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1SetupFailure	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1SetupFailure	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1SetupFailure	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupFailure	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupFailure	asn1	3	Payload	ASN.1-encoded SETUP FAILURE message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupFailure	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupRequest	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1SetupRequest	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1SetupRequest	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1SetupRequest	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1SetupRequest	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1SetupRequest	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupRequest	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupRequest	asn1	3	Payload	ASN.1-encoded SETUP REQUEST message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupRequest	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupResponse	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1SetupResponse	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1SetupResponse	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1SetupResponse	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1SetupResponse	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1SetupResponse	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupResponse	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupResponse	asn1	3	Payload	ASN.1-encoded SETUP RESPONSE message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1SetupResponse	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA, CR EN-DC, CR NR SA	N/A		USED					
CuCpF1TraceStart	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpF1TraceStart	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpF1TraceStart	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpF1TraceStart	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpF1TraceStart	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpF1TraceStart	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpF1TraceStart	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpF1TraceStart	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A		USED					
CuCpF1TraceStart	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A		USED					
CuCpF1TraceStart	gnb_id_length	3	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A		USED					
CuCpF1TraceStart	asn1	4	Payload	ASN.1-encoded TRACE START message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A		USED					
CuCpF1TraceStart	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A		USED					
